licence_id,date,type,destination,iso2,item,quantity,refused,unused,temporary,incorporation,known_revoked,revocation_date,implied_rating,implied_military,year
17,2008-01-03,SIEL,Israel,IL,components for submarines,,0,,0,0,0,,ML9,1,2008
46,2008-01-07,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,1,0,,ML11,1,2008
153,2008-01-14,SIEL,Israel,IL,components for airborne electronic warfare equipment,,0,,0,1,0,,ML11,1,2008
178,2008-01-15,SIEL,Israel,IL,components for airborne radars,,0,,0,1,0,,ML5,1,2008
272,2008-01-18,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,1,0,,ML11,1,2008
272,2008-01-18,SIEL,Israel,IL,components for military improvised explosive device jamming equipment,,0,,0,1,0,,ML4,1,2008
312,2008-01-21,SIEL,Israel,IL,components for aircraft military communications equipment,,0,,0,0,0,,ML10,1,2008
312,2008-01-21,SIEL,Israel,IL,components for surface-to-air missiles,,0,,0,0,0,,ML4,1,2008
312,2008-01-21,SIEL,Israel,IL,equipment for the use of weapon sights,,0,,0,0,0,,PL5017,1,2008
312,2008-01-21,SIEL,Israel,IL,goods treated for signature suppression for military use,,0,,0,0,0,,ML17,1,2008
312,2008-01-21,SIEL,Israel,IL,technology for the use of weapon sights,,0,,0,0,0,,ML22,1,2008
354,2008-01-22,SIEL,Israel,IL,components for military communications equipment,,0,,1,0,0,,ML11,1,2008
431,2008-01-24,SIEL,Israel,IL,components for military electronic equipment,,0,,0,0,0,,ML11,1,2008
431,2008-01-24,SIEL,Israel,IL,components for naval communications equipment,,0,,0,0,0,,ML9,1,2008
514,2008-01-28,SIEL,Israel,IL,air guns,35.0,0,,0,0,0,,ML1,1,2008
514,2008-01-28,SIEL,Israel,IL,general naval vessel components,,0,,0,0,0,,ML9,1,2008
546,2008-01-29,SIEL,Israel,IL,vintage military vehicles,,0,,0,0,0,,ML6,1,2008
803,2008-02-08,SIEL,Israel,IL,components for attack alerting/warning equipment,,0,,1,0,0,,ML5,1,2008
869,2008-02-12,SIEL,Israel,IL,general military aircraft components,,0,,0,0,0,,ML10,1,2008
994,2008-02-18,SIEL,Israel,IL,general naval vessel components,,0,,0,0,0,,ML9,1,2008
995,2008-02-18,SIEL,Israel,IL,components for combat aircraft,,0,,0,1,0,,ML10,1,2008
995,2008-02-18,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,1,0,,ML11,1,2008
1068,2008-02-20,SIEL,Israel,IL,components for space-borne radars,,0,,0,0,0,,ML5,1,2008
1069,2008-02-20,SIEL,Israel,IL,components for combat aircraft,,0,,0,1,0,,ML10,1,2008
1118,2008-02-21,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,1,0,,ML11,1,2008
1152,2008-02-22,SIEL,Israel,IL,military firing sets,,0,,0,0,0,,ML4,1,2008
1153,2008-02-22,SIEL,Israel,IL,general naval vessel components,,0,,0,1,0,,ML9,1,2008
1186,2008-02-25,SIEL,Israel,IL,components for airborne radars,,0,,0,1,0,,ML5,1,2008
1214,2008-02-26,SIEL,Israel,IL,military communications equipment,,0,,0,0,0,,ML11,1,2008
1245,2008-02-27,SIEL,Israel,IL,components for naval radars,,0,,0,1,0,,ML5,1,2008
1403,2008-03-06,SIEL,Israel,IL,components for naval radars,,0,,0,0,0,2009-07-10,ML5,1,2008
1436,2008-03-07,SIEL,Israel,IL,components for airborne radars,,0,,0,1,0,,ML5,1,2008
1471,2008-03-10,SIEL,Israel,IL,components for military electronic equipment,,0,,0,0,0,,ML11,1,2008
1504,2008-03-11,SIEL,Israel,IL,components for military communications equipment,,0,,0,0,0,,ML11,1,2008
1506,2008-03-11,SIEL,Israel,IL,components for military communications equipment,,0,,0,1,0,,ML11,1,2008
1714,2008-03-20,SIEL,Israel,IL,components for military infrared/thermal imaging equipment,,0,,0,1,0,,ML15,1,2008
1802,2008-03-27,SIEL,Israel,IL,components for airborne electronic warfare equipment,,0,,0,1,0,,ML11,1,2008
1802,2008-03-27,SIEL,Israel,IL,components for military aircraft head-up displays,,0,,0,1,0,,ML10,1,2008
1880,2008-03-31,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,0,0,,ML11,1,2008
1881,2008-03-31,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,1,0,,ML11,1,2008
1908,2008-04-01,SIEL,Israel,IL,vintage military vehicles,,0,,0,0,0,,ML6,1,2008
1911,2008-04-01,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,1,0,,ML11,1,2008
2008,2008-04-04,SIEL,Israel,IL,components for military communications equipment,,0,,0,0,0,,ML11,1,2008
2008,2008-04-04,SIEL,Israel,IL,components for naval radars,,0,,0,0,0,2009-07-10,ML5,1,2008
2141,2008-04-10,SITCL,Israel,IL,bomb suits,,0,,0,0,0,,ML13,1,2008
2184,2008-04-14,SIEL,Israel,IL,components for aircraft radars,,0,,0,1,0,,ML5,1,2008
2213,2008-04-15,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,1,0,,ML11,1,2008
2250,2008-04-16,SIEL,Israel,IL,military aero-engines,,0,,0,1,0,,ML10,1,2008
2303,2008-04-18,SIEL,Israel,IL,components for air defence systems,,0,,0,0,0,,ML4,1,2008
2303,2008-04-18,SIEL,Israel,IL,components for naval electronic equipment,,0,,0,0,0,,ML9,1,2008
2303,2008-04-18,SIEL,Israel,IL,components for naval radars,,0,,0,0,0,2009-07-10,ML5,1,2008
2346,2008-04-21,SIEL,Israel,IL,components for airborne radars,,0,,0,1,0,,ML5,1,2008
2396,2008-04-22,SIEL,Israel,IL,components for naval radars,,0,,0,0,0,2009-07-10,ML5,1,2008
2445,2008-04-23,SIEL,Israel,IL,components for military navigation equipment,,0,,1,0,0,,ML11,1,2008
2445,2008-04-23,SIEL,Israel,IL,military navigation equipment,,0,,1,0,0,,ML11,1,2008
2446,2008-04-23,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,1,0,,ML11,1,2008
2475,2008-04-24,SIEL,Israel,IL,software for the use of training equipment for electronic warfare equipment,,0,,0,1,0,,ML21,1,2008
2543,2008-04-28,SIEL,Israel,IL,general naval vessel components,,0,,0,0,0,,ML9,1,2008
2661,2008-05-01,SIEL,Israel,IL,components for military aero-engines,,0,,0,0,0,,ML10,1,2008
2702,2008-05-02,SIEL,Israel,IL,components for naval radars,,0,,0,1,0,,ML5,1,2008
2702,2008-05-02,SIEL,Israel,IL,general military aircraft components,,0,,0,1,0,,ML10,1,2008
2702,2008-05-02,SIEL,Israel,IL,general naval vessel components,,0,,0,1,0,,ML9,1,2008
2730,2008-05-06,SIEL,Israel,IL,technology for the production of test equipment for military communications equipment,,0,,0,0,0,,ML22,1,2008
2758,2008-05-07,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,0,0,,ML11,1,2008
2758,2008-05-07,SIEL,Israel,IL,components for military training aircraft,,0,,0,0,0,,ML10,1,2008
2945,2008-05-15,SIEL,Israel,IL,components for naval electrical equipment,,0,,0,0,0,,ML9,1,2008
3045,2008-05-20,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,1,0,,ML11,1,2008
3079,2008-05-21,SIEL,Israel,IL,armoured plate,,0,,0,0,0,,ML13,1,2008
3079,2008-05-21,SIEL,Israel,IL,components for NBC clothing,,0,,0,0,0,,ML7,1,2008
3079,2008-05-21,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,0,0,,ML11,1,2008
3081,2008-05-21,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,1,0,,ML11,1,2008
3168,2008-05-27,SIEL,Israel,IL,components for airborne electronic warfare equipment,,0,,0,1,0,,ML11,1,2008
3407,2008-06-02,SIEL,Israel,IL,general military aircraft components,,0,,0,1,0,,ML10,1,2008
3569,2008-06-09,OIEL,Israel,IL,components for ejector seats,,0,,0,0,0,,ML10,1,2008
3569,2008-06-09,OIEL,Israel,IL,components for military training aircraft,,0,,0,0,0,,ML10,1,2008
3569,2008-06-09,OIEL,Israel,IL,ejector seats,,0,,0,0,0,,ML10,1,2008
3569,2008-06-09,OIEL,Israel,IL,military aircraft ground equipment,,0,,0,0,0,,ML10,1,2008
3569,2008-06-09,OIEL,Israel,IL,military distress signalling equipment,,0,,0,0,0,,ML11,1,2008
3569,2008-06-09,OIEL,Israel,IL,military parachutes,,0,,0,0,0,,ML10,1,2008
3569,2008-06-09,OIEL,Israel,IL,technology for the use of ejector seats,,0,,0,0,0,,ML22,1,2008
3569,2008-06-09,OIEL,Israel,IL,technology for the use of military aircraft ground equipment,,0,,0,0,0,,ML10,1,2008
3569,2008-06-09,OIEL,Israel,IL,technology for the use of military distress signalling equipment,,0,,0,0,0,,ML11,1,2008
3569,2008-06-09,OIEL,Israel,IL,technology for the use of military training aircraft,,0,,0,0,0,,ML22,1,2008
3622,2008-06-11,SIEL,Israel,IL,components for decoying equipment for torpedoes,,0,,0,0,0,,ML4,1,2008
3622,2008-06-11,SIEL,Israel,IL,decoying equipment for torpedoes,,0,,0,0,0,,ML4,1,2008
3622,2008-06-11,SIEL,Israel,IL,technology for the development of decoying equipment for torpedoes,,0,,0,0,0,,ML22,1,2008
3955,2008-06-25,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,0,0,,ML11,1,2008
3990,2008-06-26,SIEL,Israel,IL,components for combat aircraft,,0,,0,0,0,,ML10,1,2008
3992,2008-06-26,SIEL,Israel,IL,components for airborne electronic warfare equipment,,0,,0,1,0,,ML11,1,2008
3992,2008-06-26,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,1,0,,ML11,1,2008
3992,2008-06-26,SIEL,Israel,IL,technology for the use of airborne electronic warfare equipment,,0,,0,1,0,,ML22,1,2008
4084,2008-07-01,SIEL,Israel,IL,armoured plate,,0,,0,0,0,,ML13,1,2008
4154,2008-07-04,SIEL,Israel,IL,components for military aero-engines,,0,,0,0,0,,ML10,1,2008
4176,2008-07-07,SIEL,Israel,IL,components for armoured plate,,0,,0,0,0,,ML13,1,2008
4252,2008-07-09,SIEL,Israel,IL,components for military electronic equipment,,0,,0,0,0,,ML11,1,2008
4336,2008-07-11,SIEL,Israel,IL,aerial target equipment,,0,,0,0,0,,ML14,1,2008
4336,2008-07-11,SIEL,Israel,IL,technology for the use of aerial target equipment,,0,,0,0,0,,ML14,1,2008
4337,2008-07-11,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,1,0,,ML11,1,2008
4370,2008-07-14,SIEL,Israel,IL,components for combat aircraft,,0,,0,0,0,,ML10,1,2008
4372,2008-07-14,SIEL,Israel,IL,military aero-engines,,0,,0,1,0,,ML10,1,2008
4402,2008-07-15,SIEL,Israel,IL,equipment for the development of military communications equipment,,0,,0,0,0,,ML11,1,2008
4526,2008-07-21,SIEL,Israel,IL,components for military aircraft ground equipment,,0,,1,0,0,,ML10,1,2008
4526,2008-07-21,SIEL,Israel,IL,equipment for the use of military aircraft ground equipment,,0,,1,0,0,,PL5017,1,2008
4526,2008-07-21,SIEL,Israel,IL,military aircraft ground equipment,,0,,1,0,0,,ML10,1,2008
4556,2008-07-22,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,0,0,,ML11,1,2008
4726,2008-07-28,SIEL,Israel,IL,equipment for the production of unmanned air vehicles,,0,,0,0,0,,ML18,1,2008
4760,2008-07-29,SIEL,Israel,IL,military improvised explosive device disposal equipment,,0,,1,0,0,,ML4,1,2008
4761,2008-07-29,SIEL,Israel,IL,components for combat aircraft,,0,,0,1,0,,ML10,1,2008
4761,2008-07-29,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,1,0,,ML11,1,2008
4915,2008-08-04,OITCL,Israel,IL,armoured all-wheel drive vehicles,,0,,0,0,0,,ML6,1,2008
4916,2008-08-04,SIEL,Israel,IL,aircraft military communications equipment,,0,,0,1,0,,ML10,1,2008
4916,2008-08-04,SIEL,Israel,IL,components for aircraft military communications equipment,,0,,0,1,0,,ML10,1,2008
4916,2008-08-04,SIEL,Israel,IL,components for combat aircraft,,0,,0,1,0,,ML10,1,2008
4988,2008-08-06,SIEL,Israel,IL,components for airborne radars,,0,,0,0,0,,ML5,1,2008
5149,2008-08-11,SIEL,Israel,IL,helmet mounted display equipment,,0,,0,1,0,,ML11,1,2008
5276,2008-08-15,SIEL,Israel,IL,technology for the production of chaff,,0,,0,0,0,,ML22,1,2008
5363,2008-08-21,SIEL,Israel,IL,airborne electronic warfare equipment,,0,,0,0,0,,ML11,1,2008
5426,2008-08-22,SIEL,Israel,IL,components for training equipment for combat aircraft,,0,,0,1,0,,ML14,1,2008
5478,2008-08-26,SIEL,Israel,IL,components for naval radars,,0,,0,0,0,2009-07-10,ML5,1,2008
5508,2008-08-27,SIEL,Israel,IL,military communications equipment,,0,,1,0,0,,ML11,1,2008
5508,2008-08-27,SIEL,Israel,IL,remote ground sensor systems,,0,,1,0,0,,ML11,1,2008
5555,2008-08-29,SIEL,Israel,IL,components for airborne radars,,0,,0,1,0,,ML5,1,2008
5590,2008-09-02,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,1,0,,ML11,1,2008
5618,2008-09-03,SIEL,Israel,IL,components for airborne radars,,0,,0,0,0,,ML5,1,2008
5618,2008-09-03,SIEL,Israel,IL,general naval vessel components,,0,,0,0,0,,ML9,1,2008
5619,2008-09-03,SIEL,Israel,IL,components for airborne electronic warfare equipment,,0,,0,1,0,,ML11,1,2008
5662,2008-09-04,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,0,0,,ML11,1,2008
5697,2008-09-05,SIEL,Israel,IL,sporting gun ammunition,,0,,0,0,0,,ML3,1,2008
5789,2008-09-09,SIEL,Israel,IL,unfinished products for unmanned air vehicles,,0,,0,0,0,,ML16,1,2008
5819,2008-09-10,SIEL,Israel,IL,components for military electronic equipment,,0,,0,0,0,,ML11,1,2008
5821,2008-09-10,SIEL,Israel,IL,components for military communications equipment,,0,,0,1,0,,ML11,1,2008
5856,2008-09-11,SIEL,Israel,IL,blank ammunition,,0,,0,0,0,,ML3,1,2008
5856,2008-09-11,SIEL,Israel,IL,components for assault rifles,,0,,0,0,0,,ML1,1,2008
5856,2008-09-11,SIEL,Israel,IL,components for combat aircraft,,0,,0,0,0,,ML10,1,2008
5856,2008-09-11,SIEL,Israel,IL,components for semi-automatic pistols,,0,,0,0,0,,ML1,1,2008
5856,2008-09-11,SIEL,Israel,IL,training small arms ammunition,,0,,0,0,0,,ML3,1,2008
5957,2008-09-15,SIEL,Israel,IL,components for military electronic equipment,,0,,0,1,0,,ML11,1,2008
5983,2008-09-16,SIEL,Israel,IL,components for aircraft radars,,0,,0,0,0,,ML5,1,2008
5983,2008-09-16,SIEL,Israel,IL,military firing sets,,0,,0,0,0,,ML4,1,2008
5985,2008-09-16,SIEL,Israel,IL,components for military aircraft head-up displays,,0,,0,1,0,,ML10,1,2008
6033,2008-09-18,SIEL,Israel,IL,military firing sets,,0,,0,0,0,,ML4,1,2008
6088,2008-09-22,SIEL,Israel,IL,components for submarines,,0,,0,0,0,,ML9,1,2008
6316,2008-10-02,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,0,0,,ML11,1,2008
6350,2008-10-03,SIEL,Israel,IL,components for assault rifles,,0,,0,0,0,,ML1,1,2008
6350,2008-10-03,SIEL,Israel,IL,components for semi-automatic pistols,,0,,0,0,0,,ML1,1,2008
6350,2008-10-03,SIEL,Israel,IL,equipment for the use of military communications equipment,,0,,0,0,0,,PL5017,1,2008
6350,2008-10-03,SIEL,Israel,IL,military communications equipment,,0,,0,0,0,,ML11,1,2008
6350,2008-10-03,SIEL,Israel,IL,training small arms ammunition,,0,,0,0,0,,ML3,1,2008
6442,2008-10-08,SIEL,Israel,IL,components for airborne electronic warfare equipment,,0,,0,1,0,,ML11,1,2008
6442,2008-10-08,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,1,0,,ML11,1,2008
6442,2008-10-08,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,1,0,,ML11,1,2008
6511,2008-10-10,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,0,0,,ML11,1,2008
6606,2008-10-15,SIEL,Israel,IL,components for aircraft radars,,0,,0,0,0,,ML5,1,2008
6606,2008-10-15,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,0,0,,ML11,1,2008
6606,2008-10-15,SIEL,Israel,IL,components for naval radars,,0,,0,0,0,2009-07-10,ML5,1,2008
6608,2008-10-15,SIEL,Israel,IL,components for airborne electronic warfare equipment,,0,,0,1,0,,ML11,1,2008
6608,2008-10-15,SIEL,Israel,IL,components for airborne radars,,0,,0,1,0,,ML5,1,2008
6608,2008-10-15,SIEL,Israel,IL,components for aircraft radars,,0,,0,1,0,,ML5,1,2008
6608,2008-10-15,SIEL,Israel,IL,components for military infrared/thermal imaging equipment,,0,,0,1,0,,ML15,1,2008
6608,2008-10-15,SIEL,Israel,IL,general naval vessel components,,0,,0,1,0,,ML9,1,2008
6643,2008-10-16,SIEL,Israel,IL,components for missile jamming equipment,,0,,0,1,0,,ML4,1,2008
6679,2008-10-17,SIEL,Israel,IL,components for unmanned air vehicles,,0,,0,0,0,,ML10,1,2008
6681,2008-10-17,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,1,0,,ML11,1,2008
6746,2008-10-21,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,1,0,,ML11,1,2008
6777,2008-10-22,SIEL,Israel,IL,components for naval communications equipment,,0,,0,0,0,,ML9,1,2008
6837,2008-10-24,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,0,0,,ML11,1,2008
6877,2008-10-27,SIEL,Israel,IL,components for military communications equipment,,0,,0,0,0,,ML11,1,2008
6912,2008-10-28,SIEL,Israel,IL,general naval vessel components,,0,,0,0,0,,ML9,1,2008
6985,2008-10-31,SIEL,Israel,IL,components for military electronic equipment,,0,,0,0,0,,ML11,1,2008
7017,2008-11-03,SIEL,Israel,IL,components for combat aircraft,,0,,0,1,0,,ML10,1,2008
7116,2008-11-06,SIEL,Israel,IL,components for airborne electronic warfare equipment,,0,,0,0,0,,ML11,1,2008
7233,2008-11-11,SIEL,Israel,IL,components for airborne electronic warfare equipment,,0,,0,1,0,,ML11,1,2008
7477,2008-11-18,SIEL,Israel,IL,components for airborne electronic warfare equipment,,0,,0,1,0,,ML11,1,2008
7509,2008-11-19,SIEL,Israel,IL,components for military aero-engines,,0,,0,1,0,,ML10,1,2008
7616,2008-11-24,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,0,0,,ML11,1,2008
7739,2008-11-27,SIEL,Israel,IL,components for unmanned air vehicles,,0,,0,0,0,,ML10,1,2008
7739,2008-11-27,SIEL,Israel,IL,technology for the development of unmanned air vehicles,,0,,0,0,0,,ML22,1,2008
7739,2008-11-27,SIEL,Israel,IL,technology for the use of unmanned air vehicles support equipment,,0,,0,0,0,,ML22,1,2008
7739,2008-11-27,SIEL,Israel,IL,unmanned air vehicles support equipment,,0,,0,0,0,,ML10,1,2008
7740,2008-11-27,SIEL,Israel,IL,components for military electronic equipment,,0,,0,1,0,,ML11,1,2008
7870,2008-12-03,SIEL,Israel,IL,general military aircraft components,,0,,0,1,0,,ML10,1,2008
7939,2008-12-05,SIEL,Israel,IL,components for airborne electronic warfare equipment,,0,,0,1,0,,ML11,1,2008
8078,2008-12-12,SIEL,Israel,IL,military airborne cargo nets,,0,,0,0,0,,ML10,1,2008
8134,2008-12-16,SIEL,Israel,IL,components for naval radars,,0,,0,0,0,2009-07-10,ML5,1,2008
8134,2008-12-16,SIEL,Israel,IL,components for submarines,,0,,0,0,0,,ML9,1,2008
8166,2008-12-17,SIEL,Israel,IL,components for submarines,,0,,0,0,0,,ML9,1,2008
8306,2008-12-23,SITCL,Israel,IL,components for smoke ammunition,,0,,0,0,0,,ML3,1,2008
8896,2009-01-27,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,1,0,,ML11,1,2009
8953,2009-01-28,SIEL,Israel,IL,components for airborne electronic warfare equipment,,0,,0,1,0,,ML11,1,2009
9112,2009-02-04,SIEL,Israel,IL,components for electronic warfare equipment,,0,,0,1,0,,ML11,1,2009
9112,2009-02-04,SIEL,Israel,IL,components for military aero-engines,,0,,0,1,0,,ML10,1,2009
9330,2009-02-12,SIEL,Israel,IL,components for unmanned air vehicles,,0,,0,1,0,,ML10,1,2009
9331,2009-02-12,SITCL,Israel,IL,bomb suits,,0,,0,0,0,,ML13,1,2009
9331,2009-02-12,SITCL,Israel,IL,components for explosive ordnance disposal equipment,,0,,0,0,0,,ML4,1,2009
9331,2009-02-12,SITCL,Israel,IL,explosive ordnance disposal equipment,,0,,0,0,0,,ML4,1,2009
9331,2009-02-12,SITCL,Israel,IL,military firing sets,,0,,0,0,0,,ML4,1,2009
9382,2009-02-13,SIEL,Israel,IL,components for unmanned air vehicles,,0,,0,1,0,,ML10,1,2009
9382,2009-02-13,SIEL,Israel,IL,components for unmanned air vehicles,,0,,0,1,0,,ML10,1,2009
9382,2009-02-13,SIEL,Israel,IL,components for weapon sights,,0,,0,1,0,,ML5,1,2009
9419,2009-02-16,SIEL,Israel,IL,components for missile jamming equipment,,0,,0,1,0,,ML4,1,2009
9611,2009-02-24,SIEL,Israel,IL,components for military aero-engines,,0,,0,0,0,,ML10,1,2009
9660,2009-02-25,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,0,0,,ML11,1,2009
9661,2009-02-25,SIEL,Israel,IL,components for military aero-engines,,0,,0,1,0,,ML10,1,2009
9756,2009-03-02,SIEL,Israel,IL,software for the use of military aero-engines,,0,,0,0,0,,ML21,1,2009
9784,2009-03-03,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,1,0,,ML11,1,2009
9784,2009-03-03,SIEL,Israel,IL,components for unmanned air vehicles,,0,,0,1,0,,ML10,1,2009
9849,2009-03-05,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,1,0,,ML11,1,2009
9889,2009-03-06,SIEL,Israel,IL,components for armoured fighting vehicles,,0,,0,1,0,,ML6,1,2009
9889,2009-03-06,SIEL,Israel,IL,components for naval radars,,0,,0,1,0,,ML5,1,2009
9889,2009-03-06,SIEL,Israel,IL,general naval vessel components,,0,,0,1,0,,ML9,1,2009
10032,2009-03-12,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,1,0,,ML11,1,2009
10089,2009-03-16,SIEL,Israel,IL,components for aircraft radars,,0,,0,1,0,,ML5,1,2009
10123,2009-03-17,SIEL,Israel,IL,components for optical target surveillance equipment,,0,,0,1,0,,ML5,1,2009
10157,2009-03-18,SIEL,Israel,IL,components for military communications equipment,,0,,0,1,0,,ML11,1,2009
10249,2009-03-23,SIEL,Israel,IL,components for ground based radars,,0,,0,0,0,,ML5,1,2009
10250,2009-03-23,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,1,0,,ML11,1,2009
10338,2009-03-25,SIEL,Israel,IL,components for unmanned air vehicles,,0,,0,1,0,,ML10,1,2009
10378,2009-03-26,SIEL,Israel,IL,components for unmanned air vehicles,,0,,0,1,0,,ML10,1,2009
10439,2009-03-30,SIEL,Israel,IL,components for unmanned air vehicles,,0,,0,1,0,,ML10,1,2009
10474,2009-03-31,SIEL,Israel,IL,components for unmanned air vehicles,,0,,0,1,0,,ML10,1,2009
10629,2009-04-07,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,1,0,,ML11,1,2009
10629,2009-04-07,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,1,0,,ML11,1,2009
10670,2009-04-08,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,1,0,,ML11,1,2009
10757,2009-04-15,SIEL,Israel,IL,components for combat aircraft,,0,,0,1,0,,ML10,1,2009
10785,2009-04-16,SIEL,Israel,IL,military aero-engines,,0,,0,0,0,,ML10,1,2009
10816,2009-04-17,SIEL,Israel,IL,components for ground based radars,,0,,0,0,0,,ML5,1,2009
10897,2009-04-21,SIEL,Israel,IL,components for test equipment for ground based radars,,0,,0,1,0,,ML5,1,2009
10939,2009-04-22,SIEL,Israel,IL,components for ground based radars,,0,,0,1,0,,ML5,1,2009
10971,2009-04-23,SIEL,Israel,IL,components for ground based radars,,0,,0,1,0,,ML5,1,2009
11083,2009-04-29,SIEL,Israel,IL,components for ejector seats,,0,,0,1,0,,ML10,1,2009
11154,2009-05-01,SIEL,Israel,IL,components for unmanned air vehicles,,0,,0,1,0,,ML10,1,2009
11289,2009-05-08,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,1,0,,ML11,1,2009
11393,2009-05-13,SIEL,Israel,IL,components for airborne refuelling equipment,,0,,0,1,0,,ML10,1,2009
11446,2009-05-14,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,1,0,,ML11,1,2009
11506,2009-05-18,SIEL,Israel,IL,equipment for the use of military communications equipment,,0,,1,0,0,,ML11,1,2009
11506,2009-05-18,SIEL,Israel,IL,military communications equipment,,0,,1,0,0,,ML11,1,2009
11506,2009-05-18,SIEL,Israel,IL,military electronic equipment,,0,,1,0,0,,ML11,1,2009
11507,2009-05-18,SIEL,Israel,IL,components for optical target tracking equipment,,0,,0,1,0,,ML5,1,2009
11550,2009-05-19,SIEL,Israel,IL,components for aircraft radars,,0,,0,1,0,,ML5,1,2009
11611,2009-05-21,SIEL,Israel,IL,components for submarines,,0,,0,0,0,,ML9,1,2009
11737,2009-05-29,SIEL,Israel,IL,general naval vessel components,,0,,0,0,0,,ML9,1,2009
11764,2009-06-01,SIEL,Israel,IL,components for military aero-engines,,0,,0,0,0,,ML10,1,2009
11926,2009-06-08,SIEL,Israel,IL,components for unmanned air vehicles,,0,,0,1,0,,ML10,1,2009
11958,2009-06-09,SIEL,Israel,IL,components for military improvised explosive device jamming equipment,,0,,0,1,0,,ML4,1,2009
11958,2009-06-09,SIEL,Israel,IL,components for unmanned air vehicles,,0,,0,1,0,,ML10,1,2009
11987,2009-06-10,SITCL,Israel,IL,all-wheel drive vehicles with ballistic protection,,0,,0,0,0,,ML6,1,2009
12025,2009-06-11,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,1,0,,ML11,1,2009
12277,2009-06-22,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,0,0,,ML11,1,2009
12309,2009-06-23,SIEL,Israel,IL,components for aircraft radars,,0,,0,1,0,,ML5,1,2009
12426,2009-06-25,SIEL,Israel,IL,components for military aircraft navigation equipment,,0,,0,0,0,,ML11,1,2009
12426,2009-06-25,SIEL,Israel,IL,components for military communications equipment,,0,,1,0,0,,ML11,1,2009
12426,2009-06-25,SIEL,Israel,IL,components for submarines,,0,,0,0,0,,ML9,1,2009
12427,2009-06-25,SIEL,Israel,IL,components for ground based radars,,0,,0,1,0,,ML5,1,2009
12427,2009-06-25,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,1,0,,ML11,1,2009
12574,2009-07-02,SIEL,Israel,IL,test equipment for recognition/identification equipment,,0,,0,0,0,,ML5,1,2009
12576,2009-07-02,SIEL,Israel,IL,components for airborne electronic warfare equipment,,0,,0,1,0,,ML11,1,2009
12612,2009-07-03,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,0,0,,ML11,1,2009
12681,2009-07-07,SIEL,Israel,IL,components for naval radars,,0,,0,0,0,2009-07-10,ML5,1,2009
12681,2009-07-07,SIEL,Israel,IL,components for training equipment for electronic warfare equipment,,0,,0,0,0,,ML14,1,2009
12681,2009-07-07,SIEL,Israel,IL,software for optimising equipment design,,0,,0,0,0,,ML21,1,2009
12735,2009-07-08,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,1,0,,ML11,1,2009
12831,2009-07-13,SIEL,Israel,IL,components for helmet mounted display equipment,,0,,0,0,0,,ML11,1,2009
